UniqueID,HIT_ID,String,String1,String2,nCorrect_over_nAnswered
1375,137,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.4
1376,137,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
1377,137,[^0-9]',[^0-9],[^0-9],0.4
1378,137,\..*',\..*,\..*,0.6
1379,137,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.6
1380,138,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1381,138,[\W_]',[\W_],[\W_],0
1382,138,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1383,138,([:;])',([:;]),([:;]),1
1384,138,zaa*',zaa*,zaa*,1
1385,138,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
1386,138,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1387,138,t[:;]+p',t[:;]+p,t[:;]+p,1
1388,138,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1389,138,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1390,139,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1391,139,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1392,139,tuv\w',tuv\w,tuv\w,1
1393,139,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.8
1394,139,(\{|\})',(\{|\}),(\{|\}),1
1395,139,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.8
1396,139,[\D]',[\D],[\D],1
1397,139,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
1398,139,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],1
1399,139,R+',R+,R+,1
1400,140,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
1401,140,(deedo(do)?)',(deedo(do)?),(deedo(do)?),1
1402,140,no[w-z]5',no[w-z]5,no[w-z]5,1
1403,140,za+',za+,za+,1
1404,140,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
1405,140,&(\w+);',&(\w+);,&(\w+);,1
1406,140,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1407,140,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1408,140,[^0-9]',[^0-9],[^0-9],1
1409,140,(:|;)',(:|;),(:|;),1
1410,141,&(\w+);',&(\w+);,&(\w+);,0.75
1411,141,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0
1412,141,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.8
1413,141,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
1414,141,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1415,141,RR*',RR*,RR*,0.6
1416,141,([:;])',([:;]),([:;]),1
1417,141,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1418,141,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1419,141,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
1420,142,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.6
1421,142,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),NA
1422,142,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.75
1423,142,([:;])',([:;]),([:;]),1
1424,142,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1425,142,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,NA
1426,142,[\s]',[\s],[\s],1
1427,142,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.6
1428,142,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1429,142,\..*',\..*,\..*,0.6
1430,143,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.6
1431,143,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1432,143,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1433,143,[\D]',[\D],[\D],1
1434,143,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.8
1435,143,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1436,143,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1437,143,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1438,143,R+',R+,R+,1
1439,143,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.6
1440,144,[^0-9]',[^0-9],[^0-9],1
1441,144,([:;])',([:;]),([:;]),0.8
1442,144,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1443,144,za+',za+,za+,1
1444,144,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),1
1445,144,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1446,144,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1447,144,1q\w\w',1q\w\w,1q\w\w,0.8
1448,144,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
1449,144,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1450,145,([:;])',([:;]),([:;]),1
1451,145,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
1452,145,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1453,145,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),0.8
1454,145,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.6
1455,145,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.3333333333
1456,145,tuv\w',tuv\w,tuv\w,0.8
1457,145,[\W_]',[\W_],[\W_],0
1458,145,no[w-z]5',no[w-z]5,no[w-z]5,0.8
1459,145,zaa*',zaa*,zaa*,0.8
1460,146,[^0-9]',[^0-9],[^0-9],0.75
1461,146,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1462,146,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],1
1463,146,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
1464,146,(\{|\})',(\{|\}),(\{|\}),1
1465,146,R+',R+,R+,1
1466,146,1q\w\w',1q\w\w,1q\w\w,0.6
1467,146,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1468,146,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1469,146,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1470,147,zaa*',zaa*,zaa*,0.6
1471,147,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0
1472,147,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.8
1473,147,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],0.6
1474,147,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.6
1475,147,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.75
1476,147,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.4
1477,147,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.6
1478,147,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1479,147,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1480,148,([}{])',([}{]),([}{]),1
1481,148,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1482,148,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],1
1483,148,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
1484,148,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1485,148,\..*',\..*,\..*,1
1486,148,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1487,148,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1488,148,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1489,148,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1490,149,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,1
1491,149,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1492,149,[\s]',[\s],[\s],1
1493,149,1q\w\w',1q\w\w,1q\w\w,1
1494,149,\.+',\.+,\.+,1
1495,149,&d([aeiou][aeiou])z',&d([aeiou][aeiou])z,&d([aeiou][aeiou])z,1
1496,149,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1497,149,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1498,149,([\0175\0173])',([\0175\0173]),([\0175\0173]),NA
1499,149,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1500,150,1q\w\w',1q\w\w,1q\w\w,1
1501,150,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1502,150,\.+',\.+,\.+,1
1503,150,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],0.6
1504,150,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1505,150,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
1506,150,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1507,150,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1508,150,([}{])',([}{]),([}{]),0.8
1509,150,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1510,151,([:;])',([:;]),([:;]),1
1511,151,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1512,151,no[wxyz]5',no[wxyz]5,no[wxyz]5,1
1513,151,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1514,151,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1515,151,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1516,151,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.8
1517,151,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1518,151,[\D]',[\D],[\D],1
1519,151,R+',R+,R+,1
1520,152,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",0.8
1521,152,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1522,152,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.6
1523,152,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
1524,152,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.5
1525,152,[\W_]',[\W_],[\W_],1
1526,152,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
1527,152,\.+',\.+,\.+,0.6
1528,152,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,0.8
1529,152,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1530,153,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1531,153,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1532,153,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,1
1533,153,([}{])',([}{]),([}{]),0.8
1534,153,RR*',RR*,RR*,1
1535,153,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),1
1536,153,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1537,153,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1538,153,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1539,153,[^0-9]',[^0-9],[^0-9],1
1540,154,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.75
1541,154,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,0.3333333333
1542,154,([:;])',([:;]),([:;]),0.6
1543,154,t[:;]+p',t[:;]+p,t[:;]+p,0.5
1544,154,\.+',\.+,\.+,1
1545,154,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.4
1546,154,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.4
1547,154,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.4
1548,154,1q\w\w',1q\w\w,1q\w\w,0.25
1549,154,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0.2
1550,155,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1551,155,R+',R+,R+,1
1552,155,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1553,155,[\s]',[\s],[\s],1
1554,155,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1555,155,(:|;)',(:|;),(:|;),1
1556,155,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",1
1557,155,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.8
1558,155,t[:;]+p',t[:;]+p,t[:;]+p,1
1559,155,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1560,156,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1561,156,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),0.75
1562,156,([}{])',([}{]),([}{]),1
1563,156,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.6
1564,156,no[w-z]5',no[w-z]5,no[w-z]5,1
1565,156,\.+',\.+,\.+,1
1566,156,[\D]',[\D],[\D],1
1567,156,&(\w+);',&(\w+);,&(\w+);,0.8
1568,156,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1569,156,([0-9]+)\.([0-9]+)',([0-9]+)\.([0-9]+),([0-9]+)\.([0-9]+),1
1570,157,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1571,157,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],0.8
1572,157,(\{|\})',(\{|\}),(\{|\}),1
1573,157,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.8
1574,157,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),1
1575,157,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.8
1576,157,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
1577,157,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],1
1578,157,R+',R+,R+,1
1579,157,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1580,158,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",0.8
1581,158,zaa*',zaa*,zaa*,1
1582,158,(\{|\})',(\{|\}),(\{|\}),1
1583,158,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1584,158,[\D]',[\D],[\D],0.4
1585,158,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],0.8
1586,158,[a-f]([0-9]+)[a-f]',[a-f]([0-9]+)[a-f],[a-f]([0-9]+)[a-f],1
1587,158,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,1
1588,158,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],1
1589,158,1q\w\w',1q\w\w,1q\w\w,0.6
1590,159,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.6
1591,159,R+',R+,R+,0.4
1592,159,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1593,159,(deedo(do)?)',(deedo(do)?),(deedo(do)?),0.4
1594,159,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1595,159,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1596,159,[\W_]',[\W_],[\W_],0.6
1597,159,(\{|\})',(\{|\}),(\{|\}),0.4
1598,159,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
1599,159,t\.\$+\d+\*',t\.\$+\d+\*,t\.\$+\d+\*,0.8
1600,160,"((q4f){0,1}ab)'","((q4f){0,1}ab)","((q4f){0,1}ab)",1
1601,160,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1602,160,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,1
1603,160,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.8
1604,160,no[w-z]5',no[w-z]5,no[w-z]5,0.6
1605,160,[^0-9]',[^0-9],[^0-9],1
1606,160,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),1
1607,160,([:;])',([:;]),([:;]),1
1608,160,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
1609,160,za+',za+,za+,1
1610,161,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],0.8
1611,161,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.8
1612,161,\..*',\..*,\..*,1
1613,161,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,1
1614,161,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1615,161,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1616,161,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1617,161,[^0-9]',[^0-9],[^0-9],0
1618,161,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.8
1619,161,([:;])',([:;]),([:;]),1
1620,162,1q\w\w',1q\w\w,1q\w\w,0.6
1621,162,(q4fab|ab)',(q4fab|ab),(q4fab|ab),0.2
1622,162,[\W_]',[\W_],[\W_],1
1623,162,[{][$](\d+[.]\d)[}]',[{][$](\d+[.]\d)[}],[{][$](\d+[.]\d)[}],0.8
1624,162,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.8
1625,162,\..*',\..*,\..*,1
1626,162,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
1627,162,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,0
1628,162,([\072\073])',([\072\073]),([\072\073]),0.25
1629,162,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1630,163,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.6
1631,163,tri[abcdef]3',tri[abcdef]3,tri[abcdef]3,0.8
1632,163,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),0.6
1633,163,([}{])',([}{]),([}{]),0.4
1634,163,1q\w\w',1q\w\w,1q\w\w,0.6
1635,163,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.6
1636,163,za+',za+,za+,1
1637,163,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.4
1638,163,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1639,163,[\W_]',[\W_],[\W_],0.6
1640,164,RR*',RR*,RR*,0.6
1641,164,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.8
1642,164,t[\072-\073]+p',t[\072-\073]+p,t[\072-\073]+p,1
1643,164,fa[lmnop][lmnop][lmnop]',fa[lmnop][lmnop][lmnop],fa[lmnop][lmnop][lmnop],0.4
1644,164,no[w-z]5',no[w-z]5,no[w-z]5,1
1645,164,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.6
1646,164,1q\w\w',1q\w\w,1q\w\w,0.4
1647,164,(deedo|deedodo)',(deedo|deedodo),(deedo|deedodo),0.6
1648,164,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],0.8
1649,164,[^0-9A-Za-z]',[^0-9A-Za-z],[^0-9A-Za-z],0
1650,165,no(w|x|y|z)5',no(w|x|y|z)5,no(w|x|y|z)5,0.8
1651,165,&d([aeiou]{2})z',&d([aeiou]{2})z,&d([aeiou]{2})z,1
1652,165,[^0-9]',[^0-9],[^0-9],0
1653,165,((q4f)?ab)',((q4f)?ab),((q4f)?ab),0.6
1654,165,t[:;]+p',t[:;]+p,t[:;]+p,1
1655,165,"xg1([0-9]{1,3})%'","xg1([0-9]{1,3})%","xg1([0-9]{1,3})%",0.8
1656,165,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],0.5
1657,165,(\$\{)\d+(:[^}]+\})',(\$\{)\d+(:[^}]+\}),(\$\{)\d+(:[^}]+\}),NA
1658,165,\.+',\.+,\.+,0.8
1659,165,([:;])',([:;]),([:;]),NA
1660,166,[^0-9]',[^0-9],[^0-9],1
1661,166,no[w-z]5',no[w-z]5,no[w-z]5,1
1662,166,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],1
1663,166,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1664,166,xyz[\x5b-\x5f]',xyz[\x5b-\x5f],xyz[\x5b-\x5f],1
1665,166,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1666,166,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
1667,166,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),0.8
1668,166,(:|;)',(:|;),(:|;),1
1669,166,\..*',\..*,\..*,0.8
1670,167,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",0.6
1671,167,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1672,167,\.+',\.+,\.+,1
1673,167,([$][{])\d+(:[^}]+[}])',([$][{])\d+(:[^}]+[}]),([$][{])\d+(:[^}]+[}]),1
1674,167,tri(a|b|c|d|e|f)3',tri(a|b|c|d|e|f)3,tri(a|b|c|d|e|f)3,0.8
1675,167,[\W_]',[\W_],[\W_],1
1676,167,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.8
1677,167,xyz[_\[\]`\^\\]',xyz[_\[\]`\^\\],xyz[_\[\]`\^\\],1
1678,167,1q\w\w',1q\w\w,1q\w\w,1
1679,167,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.8
1680,168,za+',za+,za+,0.8
1681,168,%([0-9A-Fa-f]{2})',%([0-9A-Fa-f]{2}),%([0-9A-Fa-f]{2}),0.6
1682,168,([\072\073])',([\072\073]),([\072\073]),NA
1683,168,(q4fab|ab)',(q4fab|ab),(q4fab|ab),1
1684,168,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
1685,168,no[w-z]5',no[w-z]5,no[w-z]5,1
1686,168,t[.][$]+\d+[*]',t[.][$]+\d+[*],t[.][$]+\d+[*],1
1687,168,1q[A-Za-z0-9_][A-Za-z0-9_]',1q[A-Za-z0-9_][A-Za-z0-9_],1q[A-Za-z0-9_][A-Za-z0-9_],1
1688,168,t[\x3a-\x3b]+p',t[\x3a-\x3b]+p,t[\x3a-\x3b]+p,1
1689,168,[a-f](\d+)[a-f]',[a-f](\d+)[a-f],[a-f](\d+)[a-f],0.8
1690,169,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],0.8
1691,169,no[wxyz]5',no[wxyz]5,no[wxyz]5,0.8
1692,169,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1693,169,(\d+)\.(\d+)',(\d+)\.(\d+),(\d+)\.(\d+),1
1694,169,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1695,169,zaa*',zaa*,zaa*,0.6
1696,169,fa[lmnop]{3}',fa[lmnop]{3},fa[lmnop]{3},1
1697,169,tuv[A-Za-z0-9_]',tuv[A-Za-z0-9_],tuv[A-Za-z0-9_],1
1698,169,[\s]',[\s],[\s],1
1699,169,([\072\073])',([\072\073]),([\072\073]),0.2
1700,170,"xg1(\d{1,3})%'","xg1(\d{1,3})%","xg1(\d{1,3})%",1
1701,170,"(dee(do){1,2})'","(dee(do){1,2})","(dee(do){1,2})",1
1702,170,[\t\r\f\n ]',[\t\r\f\n ],[\t\r\f\n ],1
1703,170,%([0-9a-fA-F][0-9a-fA-F])',%([0-9a-fA-F][0-9a-fA-F]),%([0-9a-fA-F][0-9a-fA-F]),1
1704,170,tri[a-f]3',tri[a-f]3,tri[a-f]3,1
1705,170,\{\$(\d+\.\d)\}',\{\$(\d+\.\d)\},\{\$(\d+\.\d)\},1
1706,170,tuv\w',tuv\w,tuv\w,1
1707,170,xyz[\0133-\0140]',xyz[\0133-\0140],xyz[\0133-\0140],NA
1708,170,([\0175\0173])',([\0175\0173]),([\0175\0173]),0.4
1709,170,\.+',\.+,\.+,1
1710,171,&([A-Za-z0-9_]+);',&([A-Za-z0-9_]+);,&([A-Za-z0-9_]+);,0.8
1711,171,((q4f)?ab)',((q4f)?ab),((q4f)?ab),1
